lon,lat,UWI,WELL_NAME,DEPARTAMEN,WELL_COU_1,WELL_TVD,WELL_KB_EL,ROTARY_ELE,WELL_DRILL,WELL_GROUN,FIELD_ABRE,CONTRATO,WELL_SPUD_,COORD_QUAL,COMMENT_,WELL_COMPL,WELL_STA_1,WELLTYPE,FECHA_ACTU,OPERATOR_W,COMPANY_CO,z
-73.76874697800002,6.894513464999989,INFA0072,INFANTAS-72,SANTANDER,BARRANCABERMEJA,975.36,370.4,370.41,3200.0,358.92,INFANTAS,LA_CIRA_INFANTAS,1925-08-21,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1925-11-04,PRODUCTOR,,2017-05-11,ECOPETROL S.A.,ECOPETROL S.A.,101.0
-73.91331963699997,7.023786314000006,CSBE0850,CASABE-850,ANTIOQUIA,YONDO (CASABE),1179.576,263.0,262.0,3870.0,250.0,CASABE,MAGDALENA_MEDIO,1985-04-09,DEFINITIVAS,ORIGINAL CONTRATO YONDO-ECOPETROL S.A. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11 EPIS2018-1035,1985-04-15,SIN ESTADO,INYECTOR,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,71.0
-73.89582147800002,7.087592362999999,GALN0010,GALAN-10,SANTANDER,BARRANCABERMEJA,1888.236,255.77,255.77,6195.0,243.81,GALAN,MAGDALENA_MEDIO,1953-04-18,DEFINITIVAS,CONCESION DE MARES. SE ACTUALIZA CONTRATO POR UBICACION MAPA TIERRAS ANH 2018/12/11,1953-11-18,PRODUCTOR,VERTICAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,71.0
-73.97524900299999,6.955797628000028,PBLA0001R,PENAS BLANCAS-1R,ANTIOQUIA,YONDO (CASABE),0.0,326.0,325.0,7450.0,307.0,PENAS BLANCAS,MAGDALENA_MEDIO,2005-11-25,DEFINITIVAS,ORIGINAL CONTRATO LA CIRA INFANTAS. SE ACTUALIZA CAMPO SEGUN FORMA DE PRODUCCION 09/12/2013,2005-11-30,SIN ESTADO,DIRECCIONAL,2019-01-17,ECOPETROL S.A.,ECOPETROL S.A.,85.0
-73.84190684599997,7.147141739999995,LLAN0013,LLANITO-13,SANTANDER,BARRANCABERMEJA,2444.8008,322.11,322.11,8021.0,311.0,LLANITO,MAGDALENA_MEDIO,1961-05-07,DEFINITIVAS,CONCESION DE MARES. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11,1962-11-20,TAPONADO Y ABANDONADO,VERTICAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,91.0
-73.791450306,6.98331241599999,CIRA0842,LA CIRA-842,SANTANDER,BARRANCABERMEJA,1056.4368,316.6,316.5,3466.0,310.5,LA CIRA,LA_CIRA_INFANTAS,1937-01-21,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1937-02-25,TAPONADO Y ABANDONADO,VERTICAL,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,93.0
-73.79019335800001,6.977093980000007,CIRA1588,LA CIRA-1588,SANTANDER,BARRANCABERMEJA,1098.804,351.41,351.4,3605.0,345.4,LA CIRA,LA_CIRA_INFANTAS,1953-02-18,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1953-03-08,PRODUCTOR,VERTICAL,2017-05-11,ECOPETROL S.A.,ECOPETROL S.A.,101.0
-73.76090104000002,6.906695019999972,INFA3241,INFANTAS-3241,SANTANDER,BARRANCABERMEJA,0.0,374.0,373.0,2232.0,357.0,INFANTAS,LA_CIRA_INFANTAS,1900-01-01,DEFINITIVAS,/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,,TAPONADO Y ABANDONADO,,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,113.0
-73.787858089,7.000823904000015,CIRA2560,LA CIRA-2560,SANTANDER,BARRANCABERMEJA,0.0,370.0,370.0,4487.0,354.0,LA CIRA,LA_CIRA_INFANTAS,2014-03-01,PRELIMINARES,/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,,PRODUCTOR,,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,111.0
-73.90725767599997,7.06346737299998,CSBE0419,CASABE-419,ANTIOQUIA,YONDO (CASABE),1621.8408000000002,245.6,250.0,5321.0,250.0,CASABE,MAGDALENA_MEDIO,1957-01-12,DEFINITIVAS,,1957-02-06,SIN ESTADO,VERTICAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.897138713,7.3863633120000145,YARI0510,YARIGUI-510,SANTANDER,PUERTO WILCHES,0.0,243.42,243.42,9217.0,219.82,YARIGUI-CANTAGALLO,MAGDALENA_MEDIO,2008-08-12,DEFINITIVAS,SE ACTUALIZA EL CAMPO Y CONTRATO POR UBICACION CARTOGRAFICA Y TABLA PRODUCCION ANH,,SIN ESTADO,DIRECCIONAL,2017-10-30,ECOPETROL S.A.,ECOPETROL S.A.,63.0
-73.75543042999999,6.936458397000024,INFA3135,INFANTAS-3135,SANTANDER,BARRANCABERMEJA,853.44,0.0,0.0,2914.0,0.0,LA CIRA INFANTAS,LA_CIRA_INFANTAS,2013-12-01,PRELIMINARES,F4CR EPIS2019-1205,,SIN ESTADO,INYECTOR,,ECOPETROL S.A.,ECOPETROL S.A.,101.0
-73.45542060399998,7.345125048999989,SANT0026,SANTOS-26,SANTANDER,SABANA DE TORRES,2651.76,455.5,455.5,8700.0,439.0,SANTOS,PROVINCIA_P_SUR,1970-11-16,DEFINITIVAS,ORIGINALMENTE CONTRATO EL ROBLE - ESSOCOL 2018/11/23. SE ACTUALIZA CAMPO Y CONTRATO TABLA  PRODUCCION ANH,1970-12-23,PRODUCTOR,VERTICAL,,ESSOCOL,ECOPETROL S.A.,131.0
-73.90334883100002,7.078799960000026,CSBE1240DIR,CASABE-1240 DIR,ANTIOQUIA,YONDO (CASABE),1683.282384,0.0,17.0,5616.0,244.4,CASABE,MAGDALENA_MEDIO,2009-04-03,DEFINITIVAS,EPIS2018-1035,2009-05-28,SIN ESTADO,INYECTOR,,ECOPETROL S.A.,ECOPETROL S.A.,71.0
-73.76800208899999,6.860702784000011,INFA3633,INFANTAS-3633,SANTANDER,BARRANCABERMEJA,1270.4064,0.0,0.0,4319.0,0.0,INFANTAS,LA_CIRA_INFANTAS,2014-12-06,PRELIMINARES,F4CR EPIS2019-1205/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,,SIN ESTADO,DIRECCIONAL,,ECOPETROL S.A.,ECOPETROL S.A.,99.0
-73.800549451,6.990662412999996,CIRA1743,LA CIRA-1743,SANTANDER,BARRANCABERMEJA,1350.2640000000001,292.21,292.0,4430.0,280.0,LA CIRA,LA_CIRA_INFANTAS,1963-06-18,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1963-11-07,SIN ESTADO,INYECTOR,2017-05-11,ECOPETROL S.A.,ECOPETROL S.A.,105.0
-73.78601629299999,6.98822693599999,CIRA1523,LA CIRA-1523,SANTANDER,BARRANCABERMEJA,1027.1760000000002,301.41,298.6,3370.0,291.7,LA CIRA,LA_CIRA_INFANTAS,1947-10-11,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1947-11-01,PRODUCTOR,VERTICAL,2017-05-11,ECOPETROL S.A.,ECOPETROL S.A.,93.0
-73.92531431200001,7.0156522830000085,CSBE0958,CASABE-958,ANTIOQUIA,YONDO (CASABE),1164.336,265.7,268.0,3820.0,250.0,CASABE,MAGDALENA_MEDIO,1986-08-06,DEFINITIVAS,ORIGINAL CONTRATO YONDO-ECOPETROL S.A. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11 EPIS2018-1035,1986-08-10,SIN ESTADO,INYECTOR,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,75.0
-73.787590217,6.977493637999999,CIRA2162,LA CIRA-2162,SANTANDER,BARRANCABERMEJA,0.0,0.0,312.93,3635.0,295.93,LA CIRA INFANTAS,LA_CIRA_INFANTAS,2008-03-09,DEFINITIVAS,,,SIN ESTADO,INYECTOR,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,101.0
-73.45581023300002,7.35475046900001,SANT0074,SANTOS-74,SANTANDER,SABANA DE TORRES,2301.2400000000002,434.0,434.0,7550.0,417.0,SANTOS,PROVINCIA_P_SUR,1987-07-28,DEFINITIVAS,ORIGINAL 605 EL ROBLE 2018/11/2.SE ACTUALIZA CAMPO Y CONTRATO TABLA  PRODUCCION ANH,1987-08-08,PRODUCTOR,VERTICAL,2017-12-18,INTERCOL,ECOPETROL S.A.,135.0
-73.768069126,6.94111026500002,INFA3876,INFANTAS-3876,SANTANDER,BARRANCABERMEJA,946.0992,0.0,0.0,3311.0,343.5,LA CIRA INFANTAS,LA_CIRA_INFANTAS,2019-06-20,PRELIMINARES,LITOTECA,,SIN ESTADO,INYECTOR,,ECOPETROL S.A.,ECOPETROL S.A.,105.0
-73.763167184,6.924474702999987,INFA3106,INFANTAS-3106,SANTANDER,BARRANCABERMEJA,0.0,0.0,404.45,3300.0,388.45,INFANTAS,LA_CIRA_INFANTAS,1900-01-01,DEFINITIVAS,/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,,PRODUCTOR,DIRECCIONAL,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,117.0
-73.907426713,7.0637703510000165,CSBE0028,CASABE-28,ANTIOQUIA,YONDO (CASABE),0.0,249.0,252.0,3773.0,252.0,CASABE,MAGDALENA_MEDIO,1945-03-20,DEFINITIVAS,,1945-03-14,PRODUCTOR,,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.76019143399998,7.009696755999983,CIRA2812,LA CIRA-2812,SANTANDER,BARRANCABERMEJA,0.0,300.0,300.0,4860.0,284.0,LA CIRA,LA_CIRA_INFANTAS,2014-11-23,PRELIMINARES,OK/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,,PRODUCTOR,,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,83.0
-73.912871914,7.029417248000016,CSBE0044,CASABE-44,ANTIOQUIA,YONDO (CASABE),0.0,247.4,14.4,3773.0,237.76,CASABE,MAGDALENA_MEDIO,1946-06-23,PRELIMINARES,,1946-06-23,SIN ESTADO,,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,71.0
-73.76321688000002,6.875446547000024,INFA3621,INFANTAS-3621,SANTANDER,BARRANCABERMEJA,0.0,321.0,321.0,3991.0,305.0,INFANTAS,LA_CIRA_INFANTAS,2014-10-08,PRELIMINARES,OK/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,,PRODUCTOR,,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,107.0
-73.87143604800002,7.0821534479999855,SSIL0040,SAN SILVESTRE-40,SANTANDER,BARRANCABERMEJA,1161.288,265.0,263.3,3810.0,250.0,SAN SILVESTRE,MAGDALENA_MEDIO,1976-12-21,DEFINITIVAS,CONTRATO ORIGINAL DE MARES . SE ACTUALIZA POR UBICACION Y TABLA ANH 2019/02/27,1977-01-02,PRODUCTOR,,2019-02-27,ECOPETROL S.A.,ECOPETROL S.A.,71.0
-73.91376933499998,7.04478607499999,CSBE0113,CASABE-113,ANTIOQUIA,YONDO (CASABE),1158.24,242.7,248.0,3800.0,237.0,CASABE,MAGDALENA_MEDIO,1949-02-21,DEFINITIVAS,ORIGINAL CONTRATO YONDO-ECOPETROL S.A. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11 EPIS2018-1035,1949-03-24,TAPONADO Y ABANDONADO,VERTICAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.89348058799999,7.08153990400001,GALN0007,GALAN-7,SANTANDER,BARRANCABERMEJA,2240.28,256.32,250.33,7350.0,238.33,GALAN,MAGDALENA_MEDIO,1953-01-02,DEFINITIVAS,CONCESION DE MARES. SE ACTUALIZA CONTRATO POR UBICACION MAPA TIERRAS ANH 2018/12/11,1953-03-30,PRODUCTOR,VERTICAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.56635012999999,7.940115029000026,ACOD0052,ACORDIONERO-52,CESAR,SAN MARTIN,2827.02,0.0,247.85,9689.0,217.85,ACORDIONERO,MIDAS,2019-10-09,DEFINITIVAS,,2019-10-13,SIN ESTADO,TIPO S,,GRAN TIERRA ENERGY COLOMBIA LTD,"GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",69.0
-73.901643127,7.054166434000024,CSBE1520,CASABE-1520,ANTIOQUIA,YONDO (CASABE),0.0,0.0,255.0,4662.0,236.0,CASABE,MAGDALENA_MEDIO,2014-03-23,PRELIMINARES,OK,,SIN ESTADO,,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.79789355899999,6.9583911760000206,CIRA3444,LA CIRA-3444,SANTANDER,BARRANCABERMEJA,1341.4248,0.0,0.0,4565.0,0.0,LA CIRA,LA_CIRA_INFANTAS,2017-03-31,PRELIMINARES,F4CR EPIS2019-1205/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,,SIN ESTADO,DIRECCIONAL,,ECOPETROL S.A.,ECOPETROL S.A.,115.0
-73.92006294999999,7.030336383000019,CSBE0264,CASABE-264,ANTIOQUIA,YONDO (CASABE),0.0,242.3,0.0,5715.0,252.99,CASABE,MAGDALENA_MEDIO,1951-09-03,PRELIMINARES,,1951-09-03,SIN ESTADO,,2018-12-11,SHELL CONDOR S.A.,ECOPETROL S.A.,69.0
-73.75981351399997,6.939733509000007,INFA0074,INFANTAS-74,SANTANDER,BARRANCABERMEJA,811.3776,315.3,315.29,2662.0,308.76,INFANTAS,LA_CIRA_INFANTAS,1925-10-22,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1926-02-23,PRODUCTOR,,2017-05-11,ECOPETROL S.A.,ECOPETROL S.A.,101.0
-73.93703809599998,7.435120529000017,CANT0020,CANTAGALLO-20,BOLIVAR,SAN PABLO,851.3064,225.0,225.0,2793.0,214.99,YARIGUI-CANTAGALLO,MAGDALENA_MEDIO,1955-05-11,DEFINITIVAS,ORIGINAL DE MARES. SE ACTUALIZA POR UBICACION MAPAR TIERRAS 2018/12/11,1955-06-18,TAPONADO Y ABANDONADO,,2018-12-11,SHELL CONDOR S.A.,ECOPETROL S.A.,63.0
-73.919393033,7.04252178500002,CSBE1423,CASABE-1423,ANTIOQUIA,YONDO (CASABE),1567.8912,0.0,248.19,5144.0,229.65,CASABE,MAGDALENA_MEDIO,2013-04-15,DEFINITIVAS,,,SIN ESTADO,VERTICAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,67.0
-73.785952453,6.977144502999977,CIRA2152,LA CIRA-2152,SANTANDER,BARRANCABERMEJA,1043.0256,0.0,308.99,3422.0,291.23,LA CIRA,LA_CIRA_INFANTAS,2008-03-12,DEFINITIVAS,/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,,PRODUCTOR,VERTICAL,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,101.0
-73.783056853,7.0074161,CIRA1669,LA CIRA-1669,SANTANDER,BARRANCABERMEJA,1280.16,336.13,336.05,4200.0,322.03,LA CIRA,LA_CIRA_INFANTAS,1959-03-09,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1960-03-18,SIN ESTADO,INYECTOR,2017-05-11,FOREST COLOMBIAN CORPORATION,ECOPETROL S.A.,93.0
-73.76331844100002,6.872600535999993,INFA3205,INFANTAS-3205,SANTANDER,BARRANCABERMEJA,0.0,0.0,328.99,4030.0,312.99,LA CIRA INFANTAS,LA_CIRA_INFANTAS,1900-01-01,DEFINITIVAS,,,SIN ESTADO,INYECTOR,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,107.0
-73.90051961199998,7.078061359999992,CSBE1052,CASABE-1052,ANTIOQUIA,YONDO (CASABE),0.0,271.4,270.0,5853.0,253.0,CASABE,MAGDALENA_MEDIO,2006-07-02,DEFINITIVAS,,2006-08-08,SIN ESTADO,DIRECCIONAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,71.0
-73.793871292,6.993331553000019,CIRA1867,LA CIRA-1867,SANTANDER,BARRANCABERMEJA,1301.1912,523.4,523.4,4269.0,509.9,LA CIRA,LA_CIRA_INFANTAS,1979-11-21,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1980-02-18,SIN ESTADO,INYECTOR,2017-05-11,ECOPETROL S.A.,ECOPETROL S.A.,93.0
-73.452311479,7.376199245000009,SUER0023,SUERTE-23,SANTANDER,SABANA DE TORRES,2973.324,470.0,469.0,9755.0,452.0,SUERTE,PROVINCIA_P_SUR,1985-06-29,DEFINITIVAS,CONTRATO INICIAL EL LIMON 604 - INTERCOL SE ACTUALIZA POR UBICACION Y SEGUN TABLA DE PRODUCCION ANH 2019/01/22,1985-07-20,PRODUCTOR,VERTICAL,2019-01-22,INTERCOL,ECOPETROL S.A.,131.0
-73.763974776,6.926588906000006,INFA3854,INFANTAS-3854,SANTANDER,BARRANCABERMEJA,893.3688000000001,0.0,0.0,3293.0,0.0,LA CIRA INFANTAS,LA_CIRA_INFANTAS,2017-01-05,PRELIMINARES,F4CR EPIS2019-1205,,SIN ESTADO,INYECTOR,,ECOPETROL S.A.,ECOPETROL S.A.,117.0
-73.78722111600001,6.9596417590000215,CIRA1286,LA CIRA-1286,SANTANDER,BARRANCABERMEJA,725.4240000000001,403.21,406.4,2380.0,391.73,LA CIRA,LA_CIRA_INFANTAS,1945-05-24,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1945-06-16,PRODUCTOR,VERTICAL,2017-05-11,TROPICAL OIL COMPANY,ECOPETROL S.A.,115.0
-73.92056677199997,7.352278668999986,SULL0013A,SULLIVAN-13A,BOLIVAR,CANTAGALLO,315.468,0.0,0.0,1035.0,210.62,MAGDALENA MEDIO,MAGDALENA_MEDIO,1946-01-03,DEFINITIVAS,,1946-01-27,SIN ESTADO,VERTICAL,,SOCONY VACUUM OIL COMPANY OF COLOMBIA,ECOPETROL S.A.,63.0
-73.85999982800001,7.126617988000021,GALA0001,GALA-1,SANTANDER,BARRANCABERMEJA,2600.2488000000003,230.6,229.6,8531.0,208.6,GALA,MAGDALENA_MEDIO,1985-01-05,DEFINITIVAS,CONCESION DE MARES. SE ACTUALIZA POR UBICACION MAPA DE TIERRAS ANH 2018/12/11,1985-01-22,PRODUCTOR,VERTICAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,77.0
-73.90889229200002,7.041419570000016,CSBE1342,CASABE-1342,ANTIOQUIA,YONDO (CASABE),0.0,0.0,0.0,4215.0,0.0,CASABE,MAGDALENA_MEDIO,2013-12-01,PRELIMINARES,CREADO POR SOLICITD DE LITOTECA,,SIN ESTADO,,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.73202143600003,6.7878689340000165,COLO0030,COLORADO-30,SANTANDER,SAN VICENTE DE CHUCURI,2612.4408000000003,496.41,503.01,8572.0,495.04,COLORADO,MAGDALENA_MEDIO,1957-08-13,DEFINITIVAS,SE ACTUALIZA CAMPO Y CONTRATO POR UBICACION CARTOGRAFICA,1958-04-30,TAPONADO Y ABANDONADO,DIRECCIONAL,2017-10-24,ECOPETROL S.A.,ECOPETROL S.A.,143.0
-73.77195818799999,6.997460314000023,CIRA0828,LA CIRA-828,SANTANDER,BARRANCABERMEJA,999.744,326.44,326.4,3280.0,316.0,LA CIRA,LA_CIRA_INFANTAS,1938-11-09,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1939-06-19,PRODUCTOR,VERTICAL,2017-05-11,ECOPETROL S.A.,ECOPETROL S.A.,93.0
-73.91202041000003,7.038278127000012,CSBE1552,CASABE-1552,ANTIOQUIA,YONDO (CASABE),1292.9616,0.0,0.0,4300.0,233.17,CASABE,MAGDALENA_MEDIO,2019-07-26,PRELIMINARES,LITOTECA,,PRODUCTOR,DIRECCIONAL,,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.45748185500003,7.319102498000007,COND0008,CONDE-8,SANTANDER,SABANA DE TORRES,2616.4032,543.0,543.03,8584.0,526.0,CONDE,PROVINCIA_P_SUR,1983-08-21,DEFINITIVAS,CONTRATO INICIAL EL CONCHAL SE ACTUALIZA POR UBICACION Y SEGUN TABLA DE PRODUCCION ANH 2019/01/22,1983-09-14,PRODUCTOR,VERTICAL,2019-01-22,INTERCOL,ECOPETROL S.A.,139.0
-73.90335276899998,7.053892415000007,CSBE0497,CASABE-497,ANTIOQUIA,YONDO (CASABE),1033.2720000000002,264.3,263.3,3390.0,250.0,CASABE,MAGDALENA_MEDIO,1982-06-01,DEFINITIVAS,ORIGINAL CONTRATO YONDO-ECOPETROL S.A. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11 EPIS2018-1035,1984-07-02,TAPONADO Y ABANDONADO,VERTICAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.74716605399999,6.939690965000011,INFA0614,INFANTAS-614,SANTANDER,BARRANCABERMEJA,601.98,410.1,410.0,1975.0,391.08,INFANTAS,LA_CIRA_INFANTAS,1931-04-29,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1931-08-17,TAPONADO Y ABANDONADO,,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,105.0
-73.766149009,6.989247303000013,CIRA2749,LA CIRA-2749,SANTANDER,BARRANCABERMEJA,0.0,0.0,315.79,3734.0,299.79,LA CIRA,LA_CIRA_INFANTAS,1900-01-01,DEFINITIVAS,/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,,PRODUCTOR,DIRECCIONAL,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,87.0
-73.902345008,7.057575638000003,CSBE1149,CASABE-1149,ANTIOQUIA,YONDO (CASABE),0.0,0.0,259.52,4688.0,240.98,CASABE,MAGDALENA_MEDIO,1900-01-01,DEFINITIVAS,,,SIN ESTADO,DIRECCIONAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.761599306,6.916283653999983,INFA0134,INFANTAS-134,SANTANDER,BARRANCABERMEJA,601.6752,420.6,460.2,1974.0,410.1,INFANTAS,LA_CIRA_INFANTAS,1926-12-03,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1927-06-17,TAPONADO Y ABANDONADO,,2017-05-11,TROPICAL OIL COMPANY,ECOPETROL S.A.,113.0
-73.54354478599998,7.000682401000006,NUTR0014,NUTRIA-14,SANTANDER,SAN VICENTE DE CHUCURI,2575.56,465.8,464.8,8450.0,450.0,NUTRIA,LISAMA-NUTRIA,1985-09-04,DEFINITIVAS,ORIGINAL CONTRATO DE MARES,1985-11-25,PRODUCTOR,VERTICAL,2019-02-25,ECOPETROL S.A.,ECOPETROL S.A.,277.0
-73.90602256300002,7.054707208000025,CSBE0490,CASABE-490,ANTIOQUIA,YONDO (CASABE),987.552,264.0,263.0,3240.0,250.0,CASABE,MAGDALENA_MEDIO,1982-05-01,DEFINITIVAS,ORIGINAL CONTRATO YONDO-ECOPETROL S.A. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11 EPIS2018-1035,1984-06-16,SIN ESTADO,INYECTOR,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.915580283,7.039366980000011,CSBE0120,CASABE-120,ANTIOQUIA,YONDO (CASABE),0.0,241.5,246.0,3960.0,236.0,CASABE,MAGDALENA_MEDIO,1949-04-10,DEFINITIVAS,ORIGINAL CONTRATO YONDO-SHELL CONDOR S.A. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11 EPIS2018-1035,1949-05-25,PRODUCTOR,,2018-12-11,SHELL CONDOR S.A.,ECOPETROL S.A.,69.0
-73.55683286300001,7.071125180000024,LISA0038,LISAMA-38,SANTANDER,SAN VICENTE DE CHUCURI,2581.0464,465.0,465.0,8468.0,454.5,LISAMA,LISAMA-NUTRIA,1975-02-24,DEFINITIVAS,SE ACTUALIZA CAMPO Y CONTRATO CON TABLA ANH Y UBICACION CARTOGRAFICA 2018/10/05,1975-05-01,PRODUCTOR,VERTICAL,2018-10-05,ECOPETROL S.A.,ECOPETROL S.A.,129.0
-73.757640751,6.960503175999975,CIRA2365,LA CIRA-2365,SANTANDER,BARRANCABERMEJA,0.0,0.0,320.0,3350.0,304.0,LA CIRA INFANTAS,LA_CIRA_INFANTAS,1900-01-01,PRELIMINARES,,,SIN ESTADO,INYECTOR,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,91.0
-73.92204167300002,7.346617288000004,YARI0162,YARIGUI-162,BOLIVAR,CANTAGALLO,2363.724,0.0,0.0,7869.0,218.8,YARIGUI-CANTAGALLO,MAGDALENA_MEDIO,2019-07-20,PRELIMINARES,LITOTECA,,PRODUCTOR,DIRECCIONAL,,ECOPETROL S.A.,ECOPETROL S.A.,63.0
-73.77102328900003,6.970405367000012,CIRA2858,LA CIRA-2858,SANTANDER,BARRANCABERMEJA,0.0,0.0,334.24,3503.0,318.24,LA CIRA INFANTAS,LA_CIRA_INFANTAS,1900-01-01,DEFINITIVAS,,,SIN ESTADO,INYECTOR,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,93.0
-73.603392611,7.130470095000021,SRAF0001,SAN RAFAEL-1,SANTANDER,BARRANCABERMEJA,1981.2,300.0,300.0,8980.0,289.0,LISAMA-NUTRIA,DE_MARES,1967-01-26,DEFINITIVAS,,1967-09-14,TAPONADO Y ABANDONADO,DIRECCIONAL,2018-03-16,ECOPETROL S.A.,PAREX RESOURCES COLOMBIA LTD SUCURSAL,137.0
-73.93749404200003,7.342344697999977,CANT0177P,CANTAGALLO-177P,BOLIVAR,CANTAGALLO,1738.884,0.0,0.0,5303.06,241.97,YARIGUI-CANTAGALLO,MAGDALENA_MEDIO,2018-04-05,PRELIMINARES,SOLICITUD DE RECEPCION SE SOLICITA FORMA-4CR A LA OPERADORA,,PRODUCTOR,DIRECCIONAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,65.0
